timestamp,raw EMG 0,raw EMG 1,bandpass EMG 0,bandpass EMG 1,bandpass EMG envelope 0,bandpass EMG envelope 1,elapsed Time (ms),button 0,button 1
1722038252,-0.45,-1.27,-0.8,-0.14,0.15,0.14,5221550,0,0
1722038252,-1.45,-1.27,-0.6,-0.08,0.15,0.14,5221568,0,0
1722038252,-0.45,-2.27,-0.78,-0.44,0.15,0.14,5221586,0,0
1722038252,-1.45,-2.27,-0.17,-0.36,0.15,0.14,5221603,0,0
1722038252,-1.45,-2.27,-0.41,-0.24,0.15,0.13,5221621,0,0
1722038252,-1.45,-2.27,-0.32,-0.14,0.15,0.13,5221638,0,0
1722038252,-1.45,-2.27,-0.21,-0.08,0.15,0.13,5221656,0,0
1722038252,-0.45,-1.27,-0.13,0.35,0.15,0.13,5221674,0,0
1722038252,-0.45,-1.27,0.32,0.31,0.15,0.13,5221691,0,0
1722038252,-0.45,-1.27,0.3,0.21,0.15,0.13,5221709,0,0
1722038253,-0.45,-0.27,0.2,0.52,0.15,0.13,5221726,0,0
1722038253,-0.45,-1.27,0.12,0.02,0.15,0.13,5221743,0,0
1722038253,0.55,-0.27,0.07,0.32,0.15,0.12,5221761,0,0
1722038253,-1.45,-0.27,0.43,0.27,0.14,0.12,5221778,0,0
1722038253,-0.45,-0.27,-0.43,0.18,0.14,0.12,5221796,0,0
1722038253,-0.45,0.73,-0.04,0.5,0.14,0.12,5221813,0,0
1722038253,0.55,0.73,0.03,0.4,0.14,0.12,5221830,0,0
1722038253,0.55,0.73,0.43,0.26,0.14,0.12,5221848,0,0
1722038253,0.55,1.73,0.36,0.55,0.14,0.12,5221864,0,0
1722038253,1.55,0.73,0.24,0.03,0.13,0.12,5221882,0,0
1722038253,0.55,0.73,0.54,-0.06,0.13,0.12,5221899,0,0
1722038253,0.55,0.73,0.03,-0.06,0.13,0.12,5221916,0,0
1722038253,0.55,1.73,-0.07,0.35,0.13,0.12,5221934,0,0
1722038253,0.55,0.73,-0.06,-0.08,0.13,0.12,5221951,0,0
1722038253,0.55,0.73,-0.04,-0.13,0.13,0.12,5221969,0,0
1722038253,0.55,1.73,-0.03,0.3,0.13,0.11,5221986,0,0
1722038253,-0.45,3.73,-0.01,1.06,0.12,0.11,5222003,0,0
1722038253,-1.45,4.73,-0.4,1.26,0.12,0.11,5222021,0,0
1722038253,-1.45,4.73,-0.74,0.9,0.12,0.12,5222038,0,0
1722038253,-1.45,4.73,-0.56,0.56,0.12,0.12,5222056,0,0
1722038253,-1.45,3.73,-0.36,-0.06,0.12,0.12,5222073,0,0
1722038253,-0.45,3.73,-0.22,-0.15,0.12,0.12,5222091,0,0
1722038253,0.55,2.73,0.27,-0.51,0.12,0.12,5222108,0,0
1722038253,0.55,2.73,0.66,-0.41,0.12,0.12,5222125,0,0
1722038253,0.55,1.73,0.52,-0.66,0.12,0.13,5222143,0,0
1722038253,1.55,0.73,0.34,-0.89,0.12,0.13,5222160,0,0
1722038253,1.55,0.73,0.6,-0.66,0.12,0.13,5222178,0,0
1722038253,2.55,0.73,0.45,-0.41,0.12,0.13,5222195,0,0
1722038253,2.55,-0.27,0.68,-0.64,0.12,0.14,5222212,0,0
1722038253,2.55,-0.27,0.51,-0.48,0.12,0.14,5222230,0,0
1722038253,2.55,-0.27,0.32,-0.3,0.12,0.14,5222247,0,0
1722038253,1.55,-0.27,0.19,-0.18,0.12,0.14,5222265,0,0
1722038253,1.55,-1.27,-0.28,-0.5,0.13,0.14,5222282,0,0
1722038253,1.55,-1.27,-0.27,-0.4,0.13,0.14,5222299,0,0
1722038253,1.55,-2.27,-0.19,-0.65,0.13,0.14,5222317,0,0
1722038253,0.55,-2.27,-0.12,-0.49,0.13,0.15,5222334,0,0
1722038253,-1.45,-2.27,-0.46,-0.31,0.13,0.15,5222352,0,0
1722038253,-2.45,-2.27,-1.16,-0.19,0.13,0.15,5222370,0,0
1722038253,-1.45,-2.27,-1.31,-0.11,0.13,0.15,5222387,0,0
1722038253,-1.45,-2.27,-0.54,-0.06,0.13,0.15,5222405,0,0
1722038253,-0.45,-1.27,-0.24,0.36,0.13,0.14,5222422,0,0
1722038253,0.55,-1.27,0.27,0.32,0.13,0.14,5222440,0,0
1722038253,1.55,-1.27,0.67,0.21,0.14,0.14,5222457,0,0
1722038253,1.55,-1.27,0.92,0.13,0.14,0.14,5222475,0,0
1722038253,1.55,-0.27,0.68,0.47,0.14,0.14,5222492,0,0
1722038253,1.55,-0.27,0.43,0.38,0.14,0.14,5222509,0,0
1722038253,1.55,-1.27,0.25,-0.14,0.15,0.14,5222527,0,0
1722038253,1.55,-1.27,0.15,-0.19,0.15,0.14,5222544,0,0
1722038253,0.55,-1.27,0.08,-0.14,0.15,0.14,5222562,0,0
1722038253,0.55,-0.27,-0.35,0.31,0.15,0.13,5222579,0,0
1722038253,1.55,-1.27,-0.31,-0.11,0.15,0.13,5222596,0,0
1722038253,1.55,-0.27,0.18,0.25,0.15,0.13,5222614,0,0
1722038253,1.55,-0.27,0.21,0.23,0.15,0.13,5222631,0,0
1722038253,0.55,-0.27,0.15,0.16,0.15,0.13,5222649,0,0
1722038253,0.55,-0.27,-0.3,0.1,0.15,0.13,5222666,0,0
1722038253,0.55,-0.27,-0.28,0.06,0.15,0.12,5222683,0,0
1722038253,0.55,-0.27,-0.19,0.03,0.14,0.12,5222701,0,0
1722038254,-0.45,-0.27,-0.12,0.02,0.14,0.12,5222718,0,0
1722038254,-0.45,-0.27,-0.46,0.01,0.14,0.12,5222736,0,0
1722038254,-1.45,-0.27,-0.38,0.01,0.14,0.12,5222753,0,0
1722038254,-1.45,-0.27,-0.64,0,0.14,0.11,5222770,0,0
1722038254,-2.45,-0.27,-0.49,0,0.14,0.11,5222788,0,0
1722038254,-2.45,-1.27,-0.7,-0.39,0.14,0.11,5222805,0,0
1722038254,-2.45,-0.27,-0.52,0.06,0.14,0.1,5222824,0,0
1722038254,-1.45,-0.27,-0.33,0.11,0.14,0.1,5222841,0,0
1722038254,-2.45,-0.27,0.2,0.09,0.14,0.1,5222859,0,0
1722038254,-1.45,0.73,-0.17,0.45,0.14,0.1,5222876,0,0
1722038254,-0.45,-0.27,0.22,-0.02,0.14,0.1,5222893,0,0
1722038254,0.55,0.73,0.61,0.3,0.14,0.09,5222911,0,0
1722038254,0.55,0.73,0.88,0.26,0.14,0.09,5222928,0,0
1722038254,0.55,0.73,0.65,0.17,0.14,0.09,5222945,0,0
1722038254,1.55,0.73,0.41,0.11,0.14,0.09,5222962,0,0
1722038254,1.55,-0.27,0.64,-0.33,0.14,0.09,5222979,0,0
1722038254,1.55,-0.27,0.48,-0.3,0.14,0.09,5222997,0,0
1722038254,1.55,-0.27,0.3,-0.2,0.15,0.09,5223014,0,0
1722038254,1.55,-0.27,0.18,-0.12,0.15,0.09,5223032,0,0
1722038254,2.55,-0.27,0.1,-0.07,0.15,0.09,5223049,0,0
1722038254,1.55,-0.27,0.45,-0.04,0.15,0.09,5223066,0,0
1722038254,0.55,-0.27,-0.02,-0.02,0.15,0.08,5223085,0,0
1722038254,-0.45,0.73,-0.49,0.38,0.15,0.08,5223101,0,0
1722038254,-0.45,-0.27,-0.81,-0.06,0.15,0.08,5223120,0,0
1722038254,-1.45,-0.27,-0.61,-0.12,0.15,0.08,5223137,0,0
1722038254,-1.45,0.73,-0.78,0.3,0.15,0.08,5223154,0,0
1722038254,-2.45,0.73,-0.57,0.28,0.15,0.08,5223172,0,0
1722038254,-2.45,0.73,-0.75,0.19,0.15,0.08,5223189,0,0
1722038254,-2.45,1.73,-0.55,0.51,0.15,0.08,5223207,0,0
1722038254,-1.45,1.73,-0.35,0.41,0.15,0.08,5223224,0,0
1722038254,-1.45,0.73,0.19,-0.13,0.16,0.08,5223241,0,0
1722038254,-0.45,0.73,0.22,-0.18,0.16,0.08,5223259,0,0
1722038254,-0.45,0.73,0.55,-0.13,0.16,0.08,5223276,0,0
1722038254,-0.45,-0.27,0.44,-0.48,0.16,0.08,5223294,0,0
1722038254,0.55,-0.27,0.28,-0.39,0.16,0.08,5223311,0,0
1722038254,-0.45,-0.27,0.56,-0.25,0.16,0.08,5223329,0,0
1722038254,-0.45,-1.27,0.04,-0.55,0.16,0.08,5223346,0,0
1722038254,-0.45,-1.27,-0.06,-0.43,0.16,0.08,5223363,0,0
1722038254,-0.45,-2.27,-0.06,-0.67,0.16,0.08,5223382,0,0
1722038254,-0.45,-1.27,-0.04,-0.11,0.16,0.08,5223399,0,0
1722038254,-1.45,-2.27,-0.02,-0.37,0.16,0.08,5223417,0,0
1722038254,-1.45,-2.27,-0.41,-0.3,0.15,0.08,5223434,0,0
1722038254,-1.45,-2.27,-0.35,-0.2,0.15,0.08,5223451,0,0
1722038254,-1.45,-2.27,-0.23,-0.12,0.15,0.08,5223470,0,0
1722038254,-1.45,-2.27,-0.14,-0.07,0.15,0.08,5223487,0,0
1722038254,-0.45,-1.27,-0.08,0.35,0.14,0.08,5223505,0,0
1722038254,-0.45,-2.27,0.35,-0.08,0.14,0.08,5223522,0,0
1722038254,-0.45,-1.27,0.31,0.27,0.14,0.08,5223539,0,0
1722038254,0.55,-1.27,0.21,0.24,0.14,0.08,5223557,0,0
1722038254,0.55,-1.27,0.52,0.16,0.14,0.08,5223574,0,0
1722038254,0.55,-1.27,0.41,0.1,0.14,0.08,5223592,0,0
1722038254,-0.45,-1.27,0.27,0.06,0.13,0.08,5223609,0,0
1722038254,0.55,-1.27,-0.23,0.03,0.13,0.08,5223627,0,0
1722038254,0.55,-1.27,0.15,0.02,0.13,0.08,5223644,0,0
1722038254,0.55,-1.27,0.17,0.01,0.13,0.07,5223661,0,0
1722038254,0.55,-1.27,0.12,0.01,0.13,0.07,5223679,0,0
1722038254,0.55,-1.27,0.07,0,0.13,0.07,5223696,0,0
1722038255,0.55,-1.27,0.04,0,0.13,0.07,5223714,0,0
1722038255,0.55,-1.27,0.02,0,0.13,0.07,5223730,0,0
1722038255,0.55,-1.27,0.01,0,0.12,0.07,5223747,0,0
1722038255,0.55,-1.27,0.01,0,0.12,0.06,5223765,0,0
1722038255,-0.45,-1.27,0,0,0.12,0.06,5223782,0,0
1722038255,-1.45,-2.27,-0.39,-0.39,0.12,0.06,5223800,0,0
1722038255,-1.45,-2.27,-0.73,-0.34,0.11,0.06,5223818,0,0
1722038255,-1.45,-2.27,-0.56,-0.22,0.11,0.06,5223835,0,0
1722038255,-1.45,-2.27,-0.36,-0.14,0.11,0.06,5223853,0,0
1722038255,-1.45,-2.27,-0.21,-0.08,0.11,0.06,5223870,0,0
1722038255,-2.45,-1.27,-0.12,0.35,0.11,0.06,5223888,0,0
1722038255,-2.45,-1.27,-0.46,0.31,0.11,0.06,5223905,0,0
1722038255,-1.45,-1.27,-0.38,0.21,0.11,0.06,5223922,0,0
1722038255,-0.45,-1.27,0.15,0.13,0.11,0.06,5223940,0,0
1722038255,-0.45,-0.27,0.58,0.47,0.11,0.06,5223957,0,0
1722038255,-0.45,-0.27,0.48,0.38,0.11,0.06,5223976,0,0
1722038255,0.55,-0.27,0.31,0.25,0.11,0.06,5223993,0,0
1722038255,0.55,-0.27,0.58,0.15,0.11,0.06,5224009,0,0
1722038255,0.55,-0.27,0.45,0.09,0.11,0.06,5224027,0,0
1722038255,0.55,-0.27,0.29,0.05,0.11,0.06,5224044,0,0
1722038255,0.55,-0.27,0.17,0.03,0.11,0.06,5224062,0,0
1722038255,0.55,-0.27,0.1,0.02,0.11,0.06,5224079,0,0
1722038255,0.55,-0.27,0.06,0.01,0.11,0.05,5224097,0,0
1722038255,0.55,-0.27,0.03,0,0.11,0.05,5224114,0,0
1722038255,0.55,-0.27,0.02,0,0.11,0.05,5224131,0,0
1722038255,-0.45,-0.27,0.01,0,0.11,0.05,5224149,0,0
1722038255,-0.45,-1.27,-0.39,-0.39,0.11,0.05,5224166,0,0
1722038255,-1.45,-0.27,-0.33,0.06,0.11,0.05,5224184,0,0
1722038255,-1.45,-0.27,-0.62,0.11,0.11,0.05,5224201,0,0
1722038255,-1.45,-1.27,-0.47,-0.3,0.1,0.05,5224218,0,0
1722038255,-1.45,-0.27,-0.3,0.11,0.1,0.05,5224237,0,0
1722038255,-1.45,-0.27,-0.18,0.15,0.1,0.05,5224254,0,0
1722038255,-1.45,-0.27,-0.1,0.11,0.1,0.05,5224272,0,0
1722038255,-1.45,-0.27,-0.06,0.07,0.1,0.05,5224289,0,0
1722038255,-1.45,-0.27,-0.03,0.04,0.1,0.04,5224306,0,0
1722038255,-0.45,-0.27,-0.02,0.02,0.1,0.04,5224324,0,0
1722038255,-0.45,-0.27,0.38,0.01,0.1,0.04,5224341,0,0
1722038255,-0.45,-0.27,0.33,0.01,0.1,0.04,5224359,0,0
1722038255,-0.45,-0.27,0.22,0,0.1,0.04,5224376,0,0
1722038255,0.55,-0.27,0.13,0,0.1,0.04,5224393,0,0
1722038255,0.55,-0.27,0.47,0,0.1,0.04,5224411,0,0
1722038255,0.55,-0.27,0.38,0,0.09,0.04,5224428,0,0
1722038255,0.55,-0.27,0.25,0,0.09,0.04,5224446,0,0
1722038255,0.55,-0.27,0.15,0,0.09,0.04,5224463,0,0
1722038255,0.55,-1.27,0.09,-0.39,0.09,0.04,5224481,0,0
1722038255,-0.45,-1.27,0.05,-0.34,0.09,0.04,5224498,0,0
1722038255,-0.45,-1.27,-0.37,-0.22,0.09,0.03,5224515,0,0
1722038255,-0.45,-1.27,-0.32,-0.14,0.09,0.03,5224533,0,0
1722038255,-0.45,-1.27,-0.21,-0.08,0.09,0.03,5224550,0,0
1722038255,-0.45,-1.27,-0.13,-0.05,0.09,0.03,5224569,0,0
1722038255,-0.45,-1.27,-0.08,-0.03,0.09,0.03,5224586,0,0
1722038255,-1.45,-1.27,-0.04,-0.01,0.09,0.03,5224603,0,0
1722038255,-0.45,-1.27,-0.42,-0.01,0.09,0.03,5224621,0,0
1722038255,-1.45,-1.27,0.04,0,0.09,0.03,5224638,0,0
1722038255,-0.45,-1.27,-0.29,0,0.08,0.03,5224656,0,0
1722038255,-0.45,-0.27,0.14,0.39,0.08,0.03,5224673,0,0
1722038255,-0.45,-0.27,0.17,0.34,0.08,0.03,5224691,0,0
1722038256,-0.45,-0.27,0.12,0.22,0.08,0.03,5224709,0,0
1722038256,0.55,0.73,0.08,0.53,0.08,0.03,5224725,0,0
1722038256,-0.45,0.73,0.44,0.42,0.08,0.03,5224743,0,0
1722038256,-0.45,-0.27,-0.03,-0.12,0.08,0.03,5224760,0,0
1722038256,0.55,-0.27,-0.1,-0.18,0.08,0.03,5224779,0,0
1722038256,0.55,-0.27,0.31,-0.13,0.08,0.03,5224796,0,0
1722038256,0.55,-0.27,0.29,-0.08,0.08,0.03,5224813,0,0
1722038256,-0.45,-0.27,0.19,-0.05,0.08,0.03,5224831,0,0
1722038256,-0.45,-0.27,-0.28,-0.03,0.07,0.03,5224848,0,0
1722038256,-1.45,-1.27,-0.27,-0.41,0.07,0.03,5224866,0,0
1722038256,-1.45,-0.27,-0.58,0.05,0.07,0.03,5224883,0,0
1722038256,-1.45,-0.27,-0.45,0.11,0.07,0.03,5224900,0,0
1722038256,-1.45,-0.27,-0.29,0.09,0.07,0.03,5224918,0,0
1722038256,-1.45,-0.27,-0.17,0.06,0.07,0.03,5224935,0,0
1722038256,-2.45,-1.27,-0.1,-0.36,0.07,0.03,5224954,0,0
1722038256,-2.45,-0.27,-0.45,0.07,0.08,0.03,5224971,0,0
1722038256,-2.45,-0.27,-0.37,0.12,0.08,0.03,5224988,0,0
1722038256,-1.45,-0.27,-0.24,0.09,0.08,0.03,5225006,0,0
1722038256,-1.45,-0.27,0.25,0.06,0.08,0.03,5225023,0,0
1722038256,-1.45,-0.27,0.25,0.04,0.08,0.03,5225041,0,0
1722038256,-0.45,-0.27,0.18,0.02,0.08,0.03,5225058,0,0
1722038256,-0.45,-0.27,0.5,0.01,0.08,0.03,5225075,0,0
1722038256,0.55,-0.27,0.4,0.01,0.08,0.03,5225093,0,0
1722038256,-0.45,-0.27,0.65,0,0.08,0.03,5225110,0,0
1722038256,-0.45,-0.27,0.1,0,0.08,0.03,5225128,0,0
1722038256,0.55,-0.27,-0.02,0,0.08,0.03,5225145,0,0
1722038256,0.55,-0.27,0.36,0,0.08,0.03,5225163,0,0
1722038256,0.55,-1.27,0.31,-0.39,0.08,0.03,5225180,0,0
1722038256,0.55,-0.27,0.21,0.06,0.08,0.03,5225197,0,0
1722038256,-0.45,-0.27,0.13,0.11,0.08,0.02,5225215,0,0
1722038256,-0.45,-0.27,-0.32,0.09,0.08,0.02,5225232,0,0
1722038256,-1.45,-1.27,-0.3,-0.34,0.08,0.02,5225250,0,0
1722038256,-1.45,-1.27,-0.59,-0.3,0.08,0.02,5225267,0,0
1722038256,-1.45,-1.27,-0.46,-0.2,0.08,0.02,5225285,0,0
1722038256,-1.45,-1.27,-0.3,-0.12,0.08,0.02,5225303,0,0
1722038256,-0.45,-1.27,-0.18,-0.07,0.08,0.02,5225320,0,0
1722038256,-0.45,-1.27,0.29,-0.04,0.08,0.02,5225338,0,0
1722038256,-1.45,-1.27,0.28,-0.02,0.08,0.02,5225355,0,0
1722038256,-0.45,-0.27,-0.2,0.38,0.08,0.02,5225372,0,0
1722038256,-0.45,-1.27,0.17,-0.06,0.08,0.02,5225390,0,0
1722038256,0.55,-0.27,0.18,0.28,0.08,0.02,5225407,0,0
1722038256,0.55,-0.27,0.52,0.25,0.08,0.02,5225425,0,0
1722038256,0.55,-0.27,0.42,0.17,0.08,0.02,5225442,0,0
1722038256,0.55,-0.27,0.27,0.1,0.08,0.02,5225459,0,0
1722038256,0.55,-0.27,0.16,0.06,0.08,0.02,5225477,0,0
1722038256,0.55,-0.27,0.09,0.03,0.08,0.02,5225494,0,0
1722038256,0.55,-0.27,0.05,0.02,0.08,0.02,5225512,0,0
1722038256,0.55,-0.27,0.03,0.01,0.08,0.02,5225529,0,0
1722038256,0.55,-0.27,0.02,0.01,0.08,0.02,5225547,0,0
1722038256,0.55,-0.27,0.01,0,0.08,0.02,5225564,0,0
1722038256,0.55,-0.27,0.01,0,0.08,0.02,5225581,0,0
1722038256,-0.45,-1.27,0,-0.39,0.08,0.02,5225599,0,0
1722038256,-0.45,-1.27,-0.39,-0.34,0.07,0.02,5225616,0,0
1722038256,-0.45,-1.27,-0.34,-0.22,0.07,0.02,5225634,0,0
1722038256,-0.45,-1.27,-0.22,-0.14,0.07,0.02,5225651,0,0
1722038256,-1.45,-0.27,-0.14,0.31,0.07,0.02,5225668,0,0
1722038256,-1.45,-1.27,-0.47,-0.1,0.07,0.02,5225687,0,0
1722038256,-1.45,-1.27,-0.38,-0.14,0.07,0.02,5225704,0,0
1722038257,-1.45,-1.27,-0.25,-0.1,0.07,0.02,5225722,0,0
1722038257,-0.45,-0.27,-0.15,0.33,0.07,0.02,5225739,0,0
1722038257,-0.45,-0.27,0.31,0.3,0.07,0.02,5225756,0,0
1722038257,0.55,-0.27,0.29,0.2,0.07,0.02,5225774,0,0
1722038257,-0.45,0.73,0.59,0.52,0.07,0.02,5225791,0,0
1722038257,0.55,-0.27,0.06,0.02,0.07,0.02,5225809,0,0
1722038257,0.55,-0.27,0.35,-0.07,0.07,0.02,5225826,0,0
1722038257,-0.45,0.73,0.29,0.33,0.07,0.02,5225843,0,0
1722038257,0.55,-0.27,-0.2,-0.1,0.07,0.02,5225861,0,0
1722038257,-0.45,-0.27,0.17,-0.14,0.07,0.03,5225878,0,0
1722038257,-0.45,-0.27,-0.21,-0.1,0.07,0.03,5225896,0,0
1722038257,0.55,-0.27,-0.21,-0.07,0.07,0.03,5225913,0,0
1722038257,-0.45,-0.27,0.25,-0.04,0.07,0.03,5225931,0,0
1722038257,-0.45,-0.27,-0.15,-0.02,0.07,0.03,5225949,0,0
1722038257,-1.45,-1.27,-0.17,-0.41,0.07,0.03,5225966,0,0
1722038257,-1.45,-1.27,-0.51,-0.34,0.07,0.03,5225984,0,0
1722038257,-1.45,-0.27,-0.41,0.17,0.07,0.03,5226001,0,0
1722038257,-1.45,-0.27,-0.27,0.2,0.07,0.03,5226019,0,0
1722038257,-1.45,-1.27,-0.16,-0.25,0.07,0.03,5226036,0,0
1722038257,-1.45,-1.27,-0.09,-0.25,0.07,0.03,5226053,0,0
1722038257,-0.45,-1.27,-0.05,-0.17,0.07,0.03,5226072,0,0
1722038257,-0.45,-0.27,0.36,0.29,0.07,0.03,5226089,0,0
1722038257,-0.45,-0.27,0.32,0.28,0.07,0.03,5226107,0,0
1722038257,-0.45,0.73,0.21,0.58,0.07,0.03,5226124,0,0
1722038257,0.55,-0.27,0.13,0.06,0.07,0.03,5226141,0,0
1722038257,0.55,-0.27,0.47,-0.05,0.07,0.03,5226159,0,0
1722038257,0.55,-0.27,0.38,-0.05,0.07,0.03,5226176,0,0
1722038257,0.55,0.73,0.25,0.36,0.07,0.03,5226194,0,0
1722038257,0.55,0.73,0.15,0.32,0.07,0.03,5226210,0,0
1722038257,0.55,0.73,0.09,0.21,0.07,0.03,5226227,0,0
1722038257,0.55,-0.27,0.05,-0.26,0.07,0.03,5226245,0,0
1722038257,0.55,-0.27,0.03,-0.26,0.07,0.03,5226262,0,0
1722038257,0.55,-0.27,0.02,-0.18,0.07,0.03,5226280,0,0
1722038257,-0.45,-0.27,0.01,-0.11,0.07,0.03,5226297,0,0
1722038257,-0.45,-1.27,-0.39,-0.46,0.06,0.03,5226315,0,0
1722038257,-0.45,-1.27,-0.33,-0.37,0.06,0.03,5226333,0,0
1722038257,-0.45,-1.27,-0.22,-0.25,0.06,0.03,5226350,0,0
1722038257,-1.45,-2.27,-0.13,-0.54,0.06,0.03,5226368,0,0
1722038257,-1.45,-1.27,-0.47,-0.03,0.06,0.03,5226385,0,0
1722038257,-1.45,-1.27,-0.38,0.06,0.06,0.03,5226403,0,0
1722038257,-1.45,-0.27,-0.25,0.45,0.06,0.03,5226420,0,0
1722038257,-1.45,-1.27,-0.15,-0.01,0.06,0.03,5226438,0,0
1722038257,-1.45,-0.27,-0.09,0.3,0.06,0.03,5226456,0,0
1722038257,-0.45,-0.27,-0.05,0.26,0.06,0.03,5226473,0,0
1722038257,-0.45,-0.27,0.37,0.18,0.06,0.04,5226491,0,0
1722038257,-0.45,-0.27,0.32,0.11,0.06,0.04,5226508,0,0
1722038257,-0.45,-0.27,0.21,0.06,0.06,0.04,5226525,0,0
1722038257,-0.45,0.73,0.13,0.43,0.06,0.04,5226543,0,0
1722038257,0.55,0.73,0.08,0.36,0.06,0.04,5226560,0,0
1722038257,0.55,0.73,0.44,0.24,0.06,0.04,5226578,0,0
1722038257,0.55,-0.27,0.36,-0.25,0.06,0.04,5226595,0,0
1722038257,0.55,-0.27,0.24,-0.25,0.06,0.04,5226613,0,0
1722038257,0.55,0.73,0.14,0.22,0.06,0.04,5226629,0,0
1722038257,0.55,-0.27,0.08,-0.16,0.06,0.04,5226646,0,0
1722038257,-0.45,-0.27,0.05,-0.18,0.06,0.04,5226664,0,0
1722038257,-0.45,-0.27,-0.37,-0.12,0.06,0.04,5226682,0,0
1722038257,-1.45,-1.27,-0.32,-0.47,0.06,0.04,5226700,0,0
1722038258,-0.45,-0.27,-0.61,0.01,0.06,0.04,5226717,0,0
1722038258,-0.45,-1.27,-0.08,-0.31,0.06,0.04,5226734,0,0
1722038258,-1.45,-1.27,0.04,-0.26,0.06,0.04,5226752,0,0
1722038258,-1.45,-1.27,-0.35,-0.18,0.06,0.04,5226769,0,0
1722038258,-1.45,-0.27,-0.31,0.29,0.06,0.04,5226787,0,0
1722038258,-1.45,-0.27,-0.2,0.28,0.06,0.04,5226805,0,0
1722038258,-1.45,-0.27,-0.12,0.19,0.06,0.04,5226822,0,0
1722038258,-0.45,-0.27,-0.07,0.12,0.06,0.04,5226840,0,0
1722038258,-0.45,-0.27,0.35,0.07,0.06,0.04,5226857,0,0
1722038258,-0.45,-0.27,0.31,0.04,0.06,0.04,5226875,0,0
1722038258,-0.45,-0.27,0.21,0.02,0.06,0.04,5226892,0,0
1722038258,0.55,-0.27,0.13,0.01,0.06,0.04,5226909,0,0
1722038258,0.55,-1.27,0.47,-0.39,0.06,0.04,5226927,0,0
1722038258,-0.45,-1.27,0.38,-0.33,0.06,0.04,5226944,0,0
1722038258,-1.45,-0.27,-0.15,0.17,0.06,0.04,5226962,0,0
1722038258,-2.45,-1.27,-0.58,-0.19,0.06,0.04,5226979,0,0
1722038258,-5.45,-1.27,-0.87,-0.19,0.06,0.04,5226997,0,0
1722038258,-3.45,-3.27,-1.83,-0.92,0.06,0.04,5227015,0,1
1722038258,-2.45,-12.27,-0.64,-4.3,0.06,0.04,5227032,0,1
1722038258,-3.45,-27.27,0.15,-9.43,0.07,0.05,5227050,0,1
1722038258,-4.45,-48.27,-0.16,-15.63,0.07,0.09,5227067,0,1
1722038258,-5.45,-67.27,-0.55,-19.31,0.07,0.18,5227086,0,1
1722038258,-5.45,-88.27,-0.84,-22.22,0.07,0.33,5227103,0,1
1722038258,-5.45,-110.27,-0.63,-24.49,0.08,0.59,5227120,0,1
1722038258,-5.45,-122.27,-0.4,-22.03,0.08,0.96,5227139,0,1
1722038258,-5.45,-130.27,-0.24,-17.96,0.08,1.44,5227156,0,1
1722038258,-5.45,-131.27,-0.14,-12.13,0.09,1.98,5227175,0,1
1722038258,-4.45,-126.27,-0.08,-5.44,0.09,2.55,5227192,0,1
1722038258,-4.45,-119.27,0.35,0.11,0.09,3.09,5227209,0,1
1722038258,-3.45,-109.27,0.31,4.93,0.09,3.65,5227227,0,1
1722038258,-2.45,-97.27,0.6,8.93,0.09,4.23,5227245,0,1
1722038258,-1.45,-86.27,0.86,11.17,0.09,4.83,5227263,0,1
1722038258,-1.45,-76.27,1.03,12.02,0.09,5.44,5227280,0,0
1722038258,-0.45,-65.27,0.74,12.78,0.09,6.03,5227298,0,0
1722038258,-0.45,-55.27,0.86,12.89,0.1,6.61,5227315,0,0
1722038258,-0.45,-45.27,0.61,12.86,0.1,7.17,5227332,0,0
1722038258,-0.45,-35.27,0.38,12.82,0.1,7.77,5227351,0,0
1722038258,0.55,-26.27,0.23,12.39,0.1,8.44,5227368,0,0
1722038258,0.55,-16.27,0.52,12.42,0.11,9.22,5227386,0,0
1722038258,0.55,-7.27,0.41,12.13,0.11,10.09,5227403,0,0
1722038258,1.55,1.73,0.27,11.88,0.11,11,5227420,0,0
1722038258,1.55,10.73,0.55,11.7,0.11,11.94,5227438,0,0
1722038258,2.55,17.73,0.43,10.81,0.12,12.88,5227455,0,0
1722038258,2.55,23.73,0.67,9.68,0.12,13.81,5227473,0,0
1722038258,2.55,29.73,0.5,8.86,0.12,14.71,5227490,0,0
1722038258,3.55,33.73,0.32,7.56,0.12,15.55,5227507,0,0
1722038258,3.55,37.73,0.58,6.58,0.12,16.33,5227525,0,0
1722038258,3.55,40.73,0.45,5.57,0.12,17.02,5227542,0,0
1722038258,3.55,43.73,0.29,4.86,0.12,17.63,5227560,0,0
1722038258,2.55,45.73,0.17,4.03,0.12,18.13,5227577,0,0
1722038258,2.55,46.73,-0.29,3.04,0.13,18.52,5227595,0,0
1722038258,2.55,47.73,-0.28,2.33,0.13,18.78,5227613,0,0
1722038258,2.55,48.73,-0.19,1.88,0.13,18.92,5227630,0,0
1722038258,2.55,48.73,-0.12,1.23,0.13,18.96,5227648,0,0
1722038258,1.55,47.73,-0.07,0.35,0.12,18.88,5227665,0,0
1722038258,1.55,46.73,-0.43,-0.3,0.12,18.7,5227683,0,0
1722038258,1.55,45.73,-0.36,-0.71,0.12,18.45,5227700,0,0
1722038259,1.55,44.73,-0.24,-0.95,0.12,18.15,5227717,0,0
1722038259,1.55,42.73,-0.14,-1.48,0.12,17.81,5227736,0,0
